LOGGING STARTED
robot_main , [MAIN_LOOP] 567993632262 | kalman_calibration | [1.1307556023715484,0.0012415835966374752]
robot_main , [MAIN_LOOP] 567993951086 | robot_frequency | [22.56883736966572,39,22.730418238741116]
robot_main , [CONTROLLER] 567993951086 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951086 | stability_controller | [0.6762428051980244,-0.16339714490365354,13.0053429088984]
robot_main , [MAIN_LOOP] 567993951173 | robot_frequency | [22.569117543182255,41,22.730418238741116]
robot_main , [CONTROLLER] 567993951173 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951173 | stability_controller | [0.6762428051980244,-0.16630612002577005,14.342418842258898]
robot_main , [MAIN_LOOP] 567993951263 | robot_frequency | [22.558905656000938,43,22.730418238741116]
robot_main , [CONTROLLER] 567993951263 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951263 | stability_controller | [0.6762428051980244,-0.16565362856228236,12.352215597544822]
robot_main , [MAIN_LOOP] 567993951351 | robot_frequency | [22.559702096496373,45,22.730418238741116]
robot_main , [CONTROLLER] 567993951351 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951351 | stability_controller | [0.6762428051980244,-0.16378179334990656,13.98149895387447]
robot_main , [MAIN_LOOP] 567993951440 | robot_frequency | [22.560098650337125,47,22.730418238741116]
robot_main , [CONTROLLER] 567993951440 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951440 | stability_controller | [0.6762428051980244,-0.16186651029600002,12.259331438792973]
robot_main , [MAIN_LOOP] 567993951527 | robot_frequency | [22.572189151541213,49,22.730418238741116]
robot_main , [CONTROLLER] 567993951527 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951527 | stability_controller | [0.6762428051980244,-0.15334470760204189,12.556436579136939]
robot_main , [MAIN_LOOP] 567993951618 | robot_frequency | [22.57242251786874,51,22.730418238741116]
robot_main , [CONTROLLER] 567993951618 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951618 | stability_controller | [0.6762428051980244,-0.14501630414763003,12.68449325211934]
robot_main , [MAIN_LOOP] 567993951706 | robot_frequency | [22.565308460788128,53,22.730418238741116]
robot_main , [CONTROLLER] 567993951706 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951706 | stability_controller | [0.6762428051980244,-0.14478107479100888,13.67563486469007]
robot_main , [MAIN_LOOP] 567993951795 | robot_frequency | [22.565537368039504,55,22.730418238741116]
robot_main , [CONTROLLER] 567993951795 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951795 | stability_controller | [0.6762428051980244,-0.15114120036523443,14.470799466074274]
robot_main , [MAIN_LOOP] 567993951882 | robot_frequency | [22.565900107741346,57,22.730418238741116]
robot_main , [CONTROLLER] 567993951882 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951882 | stability_controller | [0.6762428051980244,-0.15419347826914376,12.941908485167831]
robot_main , [MAIN_LOOP] 567993951972 | robot_frequency | [22.564663259385014,59,22.730418238741116]
robot_main , [CONTROLLER] 567993951972 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993951972 | stability_controller | [0.6762428051980244,-0.15003555355394377,12.277325343057685]
robot_main , [MAIN_LOOP] 567993952060 | robot_frequency | [22.56459690882206,61,22.730418238741116]
robot_main , [CONTROLLER] 567993952060 | stability_controller | [0.6762428051980244,-0.14716723399324916,13.503542293268481]
robot_main , [MAIN_LOOP] 567993952151 | robot_frequency | [22.557687435059254,63,22.730418238741116]
robot_main , [CONTROLLER] 567993952151 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952151 | stability_controller | [0.6762428051980244,-0.1508232661830903,14.071260781497969]
robot_main , [MAIN_LOOP] 567993952239 | robot_frequency | [22.558387142149957,65,22.730418238741116]
robot_main , [CONTROLLER] 567993952239 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952239 | stability_controller | [0.6762428051980244,-0.15879697059600745,13.890833000193837]
robot_main , [MAIN_LOOP] 567993952329 | robot_frequency | [22.556491165810453,67,22.730418238741116]
robot_main , [CONTROLLER] 567993952329 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952329 | stability_controller | [0.6762428051980244,-0.1617926505010749,13.303103194011062]
robot_main , [MAIN_LOOP] 567993952417 | robot_frequency | [22.55536636691627,69,22.730418238741116]
robot_main , [CONTROLLER] 567993952417 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952417 | stability_controller | [0.6762428051980244,-0.16170064771387224,13.325875810465446]
robot_main , [MAIN_LOOP] 567993952506 | robot_frequency | [22.550420340799477,71,22.730418238741116]
robot_main , [CONTROLLER] 567993952506 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952506 | stability_controller | [0.6762428051980244,-0.15698935241154374,12.296896548713185]
robot_main , [MAIN_LOOP] 567993952595 | robot_frequency | [22.5507921249569,73,22.730418238741116]
robot_main , [CONTROLLER] 567993952595 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952595 | stability_controller | [0.6762428051980244,-0.1545572578732242,13.710085130960053]
robot_main , [MAIN_LOOP] 567993952685 | robot_frequency | [22.543705456253882,75,22.730418238741116]
robot_main , [CONTROLLER] 567993952685 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952685 | stability_controller | [0.6762428051980244,-0.15232274736204368,12.372299675804149]
robot_main , [MAIN_LOOP] 567993952772 | robot_frequency | [22.549523484976344,77,22.730418238741116]
robot_main , [CONTROLLER] 567993952772 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952772 | stability_controller | [0.6762428051980244,-0.15064322885700002,14.044330447704656]
robot_main , [MAIN_LOOP] 567993952862 | robot_frequency | [22.550090661359608,79,22.730418238741116]
robot_main , [CONTROLLER] 567993952862 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952862 | stability_controller | [0.6762428051980244,-0.15032935462970679,12.418051017408013]
robot_main , [MAIN_LOOP] 567993952950 | robot_frequency | [22.55269336431003,81,22.730418238741116]
robot_main , [CONTROLLER] 567993952950 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993952950 | stability_controller | [0.6762428051980244,-0.14625404162266506,12.582270333503162]
robot_main , [MAIN_LOOP] 567993953039 | robot_frequency | [22.548796115847296,83,22.730418238741116]
robot_main , [CONTROLLER] 567993953039 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953039 | stability_controller | [0.6762428051980244,-0.14202850940078834,13.477931182011282]
robot_main , [MAIN_LOOP] 567993953128 | robot_frequency | [22.547588113018186,85,22.730418238741116]
robot_main , [CONTROLLER] 567993953128 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953128 | stability_controller | [0.6762428051980244,-0.1461489701289042,13.606883824329147]
robot_main , [MAIN_LOOP] 567993953218 | robot_frequency | [22.54145595199099,87,22.730418238741116]
robot_main , [CONTROLLER] 567993953218 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953218 | stability_controller | [0.6762428051980244,-0.1466962976188537,13.539805303110446]
robot_main , [MAIN_LOOP] 567993953306 | robot_frequency | [22.542480777876264,89,22.730418238741116]
robot_main , [CONTROLLER] 567993953306 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953306 | stability_controller | [0.6762428051980244,-0.14759068732543845,13.545119174635522]
robot_main , [MAIN_LOOP] 567993953396 | robot_frequency | [22.54031835093013,91,22.730418238741116]
robot_main , [CONTROLLER] 567993953396 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953396 | stability_controller | [0.6762428051980244,-0.14797881328034065,13.189741312823184]
robot_main , [MAIN_LOOP] 567993953484 | robot_frequency | [22.540130110773443,93,22.730418238741116]
robot_main , [CONTROLLER] 567993953484 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953484 | stability_controller | [0.6762428051980244,-0.15519727052570056,14.994439877563845]
robot_main , [MAIN_LOOP] 567993953574 | robot_frequency | [22.541137435210768,95,22.730418238741116]
robot_main , [CONTROLLER] 567993953574 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953574 | stability_controller | [0.6762428051980244,-0.15671246030544497,12.116866925310479]
robot_main , [MAIN_LOOP] 567993953663 | robot_frequency | [22.53704302028864,97,22.730418238741116]
robot_main , [CONTROLLER] 567993953663 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953663 | stability_controller | [0.6762428051980244,-0.15086643251816018,13.034022117764106]
robot_main , [MAIN_LOOP] 567993953753 | robot_frequency | [22.531664274686914,99,22.730418238741116]
robot_main , [CONTROLLER] 567993953753 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953753 | stability_controller | [0.6762428051980244,-0.1511722335865166,13.478511715330443]
robot_main , [MAIN_LOOP] 567993953841 | robot_frequency | [0,0,22.534741265244474]
robot_main , [CONTROLLER] 567993953841 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953841 | stability_controller | [0.6762428051980244,-0.15167052484091958,13.529302390213484]
robot_main , [MAIN_LOOP] 567993953930 | robot_frequency | [22.749627766372484,2,22.534741265244474]
robot_main , [CONTROLLER] 567993953930 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993953930 | stability_controller | [0.6762428051980244,-0.1520543000854622,12.72113295783657]
robot_main , [MAIN_LOOP] 567993954019 | robot_frequency | [22.886136463469743,4,22.534741265244474]
robot_main , [CONTROLLER] 567993954019 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954019 | stability_controller | [0.6762428051980244,-0.15597067439152218,14.306376692602836]
robot_main , [MAIN_LOOP] 567993954109 | robot_frequency | [22.50814423165974,6,22.534741265244474]
robot_main , [CONTROLLER] 567993954109 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954109 | stability_controller | [0.6762428051980244,-0.16680528883396736,14.129609287235551]
robot_main , [MAIN_LOOP] 567993954198 | robot_frequency | [22.469242877974995,8,22.534741265244474]
robot_main , [CONTROLLER] 567993954198 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954198 | stability_controller | [0.6762428051980244,-0.17130716017401446,13.42911590717301]
robot_main , [MAIN_LOOP] 567993954288 | robot_frequency | [22.482655661174977,10,22.534741265244474]
robot_main , [CONTROLLER] 567993954288 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954288 | stability_controller | [0.6762428051980244,-0.1690246405425872,13.157725614722802]
robot_main , [MAIN_LOOP] 567993954376 | robot_frequency | [22.489602095258235,12,22.534741265244474]
robot_main , [CONTROLLER] 567993954376 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954376 | stability_controller | [0.6762428051980244,-0.16235110795698995,12.46830437919832]
robot_main , [MAIN_LOOP] 567993954467 | robot_frequency | [22.477168228790134,14,22.534741265244474]
robot_main , [CONTROLLER] 567993954467 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954467 | stability_controller | [0.6762428051980244,-0.15481837805123586,13.179593175293041]
robot_main , [MAIN_LOOP] 567993954555 | robot_frequency | [22.466061106195856,16,22.534741265244474]
robot_main , [CONTROLLER] 567993954555 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954555 | stability_controller | [0.6762428051980244,-0.14918183293124518,12.87337633174732]
robot_main , [MAIN_LOOP] 567993954645 | robot_frequency | [22.43886791617925,18,22.534741265244474]
robot_main , [CONTROLLER] 567993954645 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954645 | stability_controller | [0.6762428051980244,-0.1527045428076916,14.081335181982352]
robot_main , [MAIN_LOOP] 567993954734 | robot_frequency | [22.442939324853768,20,22.534741265244474]
robot_main , [CONTROLLER] 567993954734 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954734 | stability_controller | [0.6762428051980244,-0.1579554611697547,13.37330266245951]
robot_main , [MAIN_LOOP] 567993954824 | robot_frequency | [22.435021868054648,22,22.534741265244474]
robot_main , [CONTROLLER] 567993954824 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954824 | stability_controller | [0.6762428051980244,-0.15555457202268808,12.305594199026913]
robot_main , [MAIN_LOOP] 567993954912 | robot_frequency | [22.44180318731408,24,22.534741265244474]
robot_main , [CONTROLLER] 567993954912 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993954912 | stability_controller | [0.6762428051980244,-0.151803161198861,13.477024209882428]
robot_main , [MAIN_LOOP] 567993955002 | robot_frequency | [22.452303887423195,26,22.534741265244474]
robot_main , [CONTROLLER] 567993955002 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955002 | stability_controller | [0.6762428051980244,-0.15365946519379442,13.424567892689996]
robot_main , [MAIN_LOOP] 567993955091 | robot_frequency | [22.449899788463757,28,22.534741265244474]
robot_main , [CONTROLLER] 567993955091 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955091 | stability_controller | [0.6762428051980244,-0.15701843512533373,13.633351091660572]
robot_main , [MAIN_LOOP] 567993955182 | robot_frequency | [22.436137158799582,30,22.534741265244474]
robot_main , [CONTROLLER] 567993955182 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955182 | stability_controller | [0.6762428051980244,-0.15731713099059208,12.76188346595143]
robot_main , [MAIN_LOOP] 567993955269 | robot_frequency | [22.430404046815244,32,22.534741265244474]
robot_main , [CONTROLLER] 567993955269 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955269 | stability_controller | [0.6762428051980244,-0.16078231683392766,14.548276652538142]
robot_main , [MAIN_LOOP] 567993955359 | robot_frequency | [22.43575880160011,34,22.534741265244474]
robot_main , [CONTROLLER] 567993955359 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955359 | stability_controller | [0.6762428051980244,-0.1612948599811679,12.166679498371238]
robot_main , [MAIN_LOOP] 567993955447 | robot_frequency | [22.439572587456944,36,22.534741265244474]
robot_main , [CONTROLLER] 567993955447 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955447 | stability_controller | [0.6762428051980244,-0.15591519232922077,12.862338073221288]
robot_main , [MAIN_LOOP] 567993955537 | robot_frequency | [22.443757219595515,38,22.534741265244474]
robot_main , [CONTROLLER] 567993955537 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955537 | stability_controller | [0.6762428051980244,-0.15140691219490596,13.327338810866868]
robot_main , [MAIN_LOOP] 567993955626 | robot_frequency | [22.441577875939224,40,22.534741265244474]
robot_main , [CONTROLLER] 567993955626 | speed_controller | [0.0,0.0,0.6762428051980244]
robot_main , [CONTROLLER] 567993955626 | stability_controller | [0.6762428051980244,-0.14718926619302844,12.546683383787306]
robot_main , [MAIN_LOOP] 567993955716 | robot_frequency | [22.444988673746067,42,22.534741265244474]
